Fecha,Strike,Buy_price_call,Sell_price_call,Buy_price_put,Sell_price_put,T,Precio_call,Precio_put
2024-05-10,10250.0,765.0,825.0,1.0,6.0,0.0438056125941136,795.0,3.5
2024-05-10,10300.0,722.0,772.0,2.0,7.0,0.0438056125941136,747.0,4.5
2024-05-10,10350.0,673.0,723.0,3.0,8.0,0.0438056125941136,698.0,5.5
2024-05-10,10400.0,623.0,673.0,4.0,9.0,0.0438056125941136,648.0,6.5
2024-05-10,10450.0,572.0,622.0,5.0,10.0,0.0438056125941136,597.0,7.5
2024-05-10,10500.0,527.0,577.0,7.0,12.0,0.0438056125941136,552.0,9.5
2024-05-10,10550.0,479.0,529.0,10.0,16.0,0.0438056125941136,504.0,13.0
2024-05-10,10600.0,431.0,481.0,11.0,19.0,0.0438056125941136,456.0,15.0
2024-05-10,10650.0,392.0,432.0,16.0,24.0,0.0438056125941136,412.0,20.0
2024-05-10,10700.0,347.0,387.0,21.0,33.0,0.0438056125941136,367.0,27.0
2024-05-10,10750.0,305.0,345.0,26.0,38.0,0.0438056125941136,325.0,32.0
2024-05-10,10800.0,264.0,304.0,35.0,47.0,0.0438056125941136,284.0,41.0
2024-05-10,10850.0,226.0,264.0,44.0,62.0,0.0438056125941136,245.0,53.0
2024-05-10,10900.0,194.0,224.0,58.0,76.0,0.0438056125941136,209.0,67.0
2024-05-10,10950.0,160.0,190.0,73.0,91.0,0.0438056125941136,175.0,82.0
2024-05-10,11000.0,130.0,160.0,93.0,119.0,0.0438056125941136,145.0,106.0
2024-05-10,11050.0,102.0,132.0,109.0,139.0,0.0438056125941136,117.0,124.0
2024-05-10,11100.0,83.0,101.0,135.0,165.0,0.0438056125941136,92.0,150.0
2024-05-10,11150.0,63.0,81.0,165.0,195.0,0.0438056125941136,72.0,180.0
2024-05-10,11200.0,46.0,64.0,198.0,228.0,0.0438056125941136,55.0,213.0
2024-05-10,11250.0,35.0,47.0,227.0,267.0,0.0438056125941136,41.0,247.0
2024-05-10,11300.0,23.0,35.0,266.0,306.0,0.0438056125941136,29.0,286.0
2024-05-10,11350.0,18.0,26.0,308.0,348.0,0.0438056125941136,22.0,328.0
2024-05-10,11400.0,11.0,19.0,352.0,392.0,0.0438056125941136,15.0,372.0
2024-05-10,11450.0,8.0,13.0,396.0,436.0,0.0438056125941136,10.5,416.0
2024-05-10,11500.0,5.0,10.0,442.0,492.0,0.0438056125941136,7.5,467.0
2024-05-10,11550.0,3.0,8.0,485.0,535.0,0.0438056125941136,5.5,510.0
2024-05-10,11600.0,1.0,6.0,535.0,585.0,0.0438056125941136,3.5,560.0
2024-05-10,11650.0,,5.0,582.0,632.0,0.0438056125941136,5.0,607.0
2024-05-10,11700.0,,5.0,633.0,683.0,0.0438056125941136,5.0,658.0
2024-05-10,11750.0,,5.0,682.0,732.0,0.0438056125941136,5.0,707.0
2024-05-10,11800.0,,5.0,730.0,780.0,0.0438056125941136,5.0,755.0
2024-05-10,11900.0,,5.0,830.0,890.0,0.0438056125941136,5.0,860.0
2024-05-10,12000.0,,5.0,929.0,989.0,0.0438056125941136,5.0,959.0
2024-05-10,12100.0,,5.0,1029.0,1089.0,0.0438056125941136,5.0,1059.0
2024-05-10,12200.0,,5.0,1129.0,1189.0,0.0438056125941136,5.0,1159.0
2024-05-10,12300.0,,5.0,1229.0,1289.0,0.0438056125941136,5.0,1259.0
2024-05-10,12400.0,,5.0,1329.0,1389.0,0.0438056125941136,5.0,1359.0
2024-05-10,12500.0,,5.0,1428.0,1488.0,0.0438056125941136,5.0,1458.0
2024-05-10,12600.0,,5.0,1528.0,1588.0,0.0438056125941136,5.0,1558.0
2024-05-17,8500.0,2507.0,2567.0,,5.0,0.0629705681040383,2537.0,5.0
2024-05-17,8600.0,2407.0,2467.0,,5.0,0.0629705681040383,2437.0,5.0
2024-05-17,8700.0,2307.0,2367.0,,5.0,0.0629705681040383,2337.0,5.0
2024-05-17,8800.0,2208.0,2268.0,,5.0,0.0629705681040383,2238.0,5.0
2024-05-17,8900.0,2108.0,2168.0,,5.0,0.0629705681040383,2138.0,5.0
